namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
TEMANGGUNG,E-Foto 4 x 6_NAILUL MONA_JATENG IX.jpg,Partai Kebangkitan Bangsa,26173,6,"NAILUL MONA, S.I KOM, M.Si",Perempuan,1,40,32676
JAKARTA TIMUR,E-FOTO 4X6_M. ALI AMINUDIN_JATENG IX.jpg,Partai Kebangkitan Bangsa,96785,7,"M. ALI AMINUDIN, SE",Laki-Laki,1,40,32676
PATI,E-FOTO 4X6_BELA LUBNAL BALADANI_JATENG IX.jpg,Partai Kebangkitan Bangsa,121644,8,BELLA LUBNAL BALADANI,Perempuan,1,40,32676
REMBANG,E-PHOTO 4x6_YAQUT CHOLIL QOUMAS_JATENG III.jpg,Partai Kebangkitan Bangsa,44613,1,H. YAQUT CHOLIL QOUMAS,Laki-Laki,1,41,32676
PEKALONGAN,"E-FOTO 4X6_DRS. H. BISRI ROMLI, MM_JATENG X.jpg",Partai Kebangkitan Bangsa,37922,2,"Drs. H. BISRI ROMLY, MM",Laki-Laki,1,41,32676
JAKARTA SELATAN,E-FOTO_FADHILATUL ILMIAH_JATENG X.jpg,Partai Kebangkitan Bangsa,32781,3,HJ. FADHIILATUL ILMIAH,Perempuan,1,41,32676
KOTA DEPOK,E-FOTO 4X6_MF. NURHUDA Y_JATENG X.jpg,Partai Kebangkitan Bangsa,220418,4,MF. NURHUDA Y,Laki-Laki,1,41,32676
PEKALONGAN,E-FOTO_RAYINDA EVA RAHMAH_JATENG X.jpg,Partai Kebangkitan Bangsa,70970,5,"RAYINDA EVA RAHMAH, S.Pd, M.Pd",Perempuan,1,41,32676
BATANG,E-FOTO 4X6_MARIA ULFA_JATENG X.jpg,Partai Kebangkitan Bangsa,21268,6,"MARIA ULFA, M.Pd",Perempuan,1,41,32676
KOTA TANGERANG,E-FOTO_LUKMAN KHAKIM_JATENG X.jpg,Partai Kebangkitan Bangsa,25299,7,"H. LUKMAN KHAKIM, M.Si",Laki-Laki,1,41,32676
SLEMAN,E-Foto_H.Agus Sulistiyono_DIY.jpg,Partai Kebangkitan Bangsa,21225,1,"H. AGUS SULISTIYONO, SE",Laki-Laki,1,42,41863
KOTA DEPOK,E-Foto_Jazim As'ari_DIY.jpg,Partai Kebangkitan Bangsa,25694,2,JAZIM AS'ARI,Laki-Laki,1,42,41863
JAKARTA TIMUR,E-FOTO 4x6_YULIS SUPRIYATIN_DIY.jpg,Partai Kebangkitan Bangsa,70322,3,"YULIS SUPRIYATIN, S.Pd.I",Perempuan,1,42,41863
GUNUNGKIDUL,E-Foto_Likla Aliyah_DIY.jpg,Partai Kebangkitan Bangsa,22946,4,"LIKLA ALIYAH, S.Pd.I",Perempuan,1,42,41863
KENDAL,E-FOTO 4x6_CHAIRUL ANAM_JATENG I.jpg,Partai Kebangkitan Bangsa,244703,5,CHAIRUL ANAM,Laki-Laki,1,42,41863
SLEMAN,E-FOTO4x6_H.Sukamto_DIY.jpg,Partai Kebangkitan Bangsa,21237,6,"H. SUKAMTO, SH",Laki-Laki,1,42,41863
JAKARTA SELATAN,E-Foto 4x6_Yani Saptohoedojo_DIY.jpg,Partai Kebangkitan Bangsa,39326,7,YANI SAPTOHOEDOJO,Perempuan,1,42,41863
SLEMAN,E-Foto_RR LAYLA NOOR AZIZA_DIY.jpg,Partai Kebangkitan Bangsa,32875,8,"RR. LAYLA NOOR AZIZA, S.Pd.,S.Si",Perempuan,1,42,41863
SIDOARJO,E-FOTO_SYAHIKUL ISLAM_JATIM_I.jpeg,Partai Kebangkitan Bangsa,40674,1,"H. SYAIKHUL ISLAM, Lc., M.Sosio",Laki-Laki,1,43,42385
JAKARTA SELATAN,E-FOTO_ARZETI BILBINA_JATIM_1.jpg,Partai Kebangkitan Bangsa,46338,2,"ARZETI BILBINA, S.E., M.AP",Perempuan,1,43,42385
KOTA BOGOR,E-FOTO-FANDI UTOMO-JATIM I.jpg,Partai Kebangkitan Bangsa,175921,3,Ir. FANDI UTOMO,Laki-Laki,1,43,42385
JAKARTA SELATAN,E-FOTO WARNA_SUNDARI_JATIM I.jpg,Partai Kebangkitan Bangsa,31568,4,"DR. SUNDARI SOEKOTJO, M.M",Perempuan,1,43,42385
KOTA SURABAYA,Lutfiyah_20180731151016_page10_image1.jpg,Partai Kebangkitan Bangsa,299982,5,LUTHFIAH NUR FAJRINA,Perempuan,1,43,42385
KOTA SURABAYA,E-FOTO_MUHAMMAD ASHARI_JATIM.jpg,Partai Kebangkitan Bangsa,166078,6,"MUHAMMAD ASHARI, S. HI",Laki-Laki,1,43,42385
KOTA SURABAYA,E-FOTO_JACUB.jpg,Partai Kebangkitan Bangsa,38154,7,"DRS. MUHAMMAD ALI JA'CUB, MM",Laki-Laki,1,43,42385
JAKARTA TIMUR,E-PAS FOTO_M GHOZI ALFATIH_JATIM_1.jpg,Partai Kebangkitan Bangsa,28460,8,M GHOZI ALFATIH,Laki-Laki,1,43,42385
KOTA SURABAYA,E-PAS FOTO_M ZAENAB MALTUFAH_JATIM_1.JPG,Partai Kebangkitan Bangsa,28560,9,"M. ZAENAB MALTUFAH, SE, MSE",Perempuan,1,43,42385
MOJOKERTO,E-FOTO WARNA_MISBAHUL MUNIR_JATIM I.jpg,Partai Kebangkitan Bangsa,223596,10,MISBAHUL MUNIR,Laki-Laki,1,43,42385
JAKARTA SELATAN,PAS FOTO.jpeg,Partai Kebangkitan Bangsa,32574,1,"FAISOL RIZA, S.S",Laki-Laki,1,44,42385
KOTA DEPOK,IMG-20180709-WA0027.jpg,Partai Kebangkitan Bangsa,55285,2,"H. ABDUL MALIK HARAMAIN, M.Si",Laki-Laki,1,44,42385
PASURUAN,foto Anisyah syakur.jpeg,Partai Kebangkitan Bangsa,70723,3,Dra. HJ. ANISAH SYAKUR,Perempuan,1,44,42385
JAKARTA SELATAN,E-FOTO_ANAS NASIKHIN_JATIM II.jpg,Partai Kebangkitan Bangsa,54994,4,"ANAS NASIKHIN, M.Si.",Laki-Laki,1,44,42385
JAKARTA PUSAT,E-PAS FOTO_HANI HASJIM_JATIM_2.JPG,Partai Kebangkitan Bangsa,32905,5,"Dra. HANI HASJIM, MA",Perempuan,1,44,42385
BANTUL,E-FOTO-M. NASTAIN_JATIM II.jpg,Partai Kebangkitan Bangsa,54796,6,"MOHAMMAD NASTAIN, S. Ag.",Laki-Laki,1,44,42385
CIANJUR,E-FOTO WARNA 4X6_SARAH_JATIM II-001.jpg,Partai Kebangkitan Bangsa,96585,7,"SARAH HAJAR MAHMUDAH, S.Sos",Perempuan,1,44,42385
BANYUWANGI,foto 4x6 nihayatul wafiroh.jpg,Partai Kebangkitan Bangsa,45236,1,"Dr. HJ. NIHAYATUL WAFIROH, M.A",Perempuan,1,45,42385
JAKARTA PUSAT,FOTO.jpg,Partai Kebangkitan Bangsa,25442,2,Ir. H. M. NASIM KHAN.,Laki-Laki,1,45,42385
KOTA DEPOK,FOTO.jpeg,Partai Kebangkitan Bangsa,140889,3,KHOIRUL ANWAR,Laki-Laki,1,45,42385
BONDOWOSO,E- PAS FOTO_AMIN SAID HUSNI_JATIM_III.jpeg,Partai Kebangkitan Bangsa,40449,4,Drs. H. AMIN SAID HUSNI,Laki-Laki,1,45,42385
BANYUWANGI,E-FOTO_SUKRON MA'MUN HIDAYAT_JATIM III.jpg,Partai Kebangkitan Bangsa,31962,5,"SUKRON MA?MUN HIDAYAT, S. Hum.",Laki-Laki,1,45,42385
JAKARTA SELATAN,E-Foto_Masfufatul Mulyanah_Jawa Timur III.JPG,Partai Kebangkitan Bangsa,40832,6,ST MASFUFATUL MULYANA,Perempuan,1,45,42385
KOTA BEKASI,E-FOTO 4X6 WARNA_MARETA MAYANGSARI_JATIM III-001.jpg,Partai Kebangkitan Bangsa,44935,7,"MARETA MAYANGSARI, S.S",Perempuan,1,45,42385
KOTA DEPOK,3. Foto Coklat  SBA Jatim IV.jpg,Partai Kebangkitan Bangsa,44787,1,"Drs. HM. SYAIFUL BAHRI ANSHORI, MP.",Laki-Laki,1,46,42385
KOTA TANGERANG SELATAN,3. Foto SILON.jpg,Partai Kebangkitan Bangsa,25068,2,"IR. H. NUR YASIN, MBA., MT",Laki-Laki,1,46,42385
LUMAJANG,PHOTO.jpg,Partai Kebangkitan Bangsa,102542,3,"QUMI HUSNUNIYATI, S.Aq., MA",Perempuan,1,46,42385
KOTA DEPOK,E-PAS FOTO_NURHASAN JATIM IV.jpg,Partai Kebangkitan Bangsa,45420,4,"DRS. NUR HASAN, M.SI",Laki-Laki,1,46,42385
CIANJUR,E-POTO_M. RIZA AZIZIY_JATIM IV.JPG,Partai Kebangkitan Bangsa,40006,5,"H. MUHAMAD RIZA AZIZIY, M.IEB",Laki-Laki,1,46,42385
BOGOR,E-FOTO WARNA 4X6_MASMUHAH_JATIM IV.jpeg,Partai Kebangkitan Bangsa,143578,6,MASMUHAH,Perempuan,1,46,42385
JEMBER,E-FOTO 4X6_EMY FATMAWATI_JATIM IV.jpeg,Partai Kebangkitan Bangsa,142998,7,EMY FATMAWATI,Perempuan,1,46,42385
JAKARTA SELATAN,E-PAS FOTO_MUHAMAD NUR HAYID_JATIM_IV-001.jpg,Partai Kebangkitan Bangsa,191656,8,MUHAMMAD NUR HAYID,Laki-Laki,1,46,42385
KOTA MALANG,E-PAS FOTO_LATHIFAH SHOHIB_JATIM_V.jpeg,Partai Kebangkitan Bangsa,40485,1,Dra. HJ. LATHIFAH SHOHIB,Perempuan,1,47,42385
JAKARTA TIMUR,E_FOTO 4x6_Hasanudin Wahid_Jatim V.jpg,Partai Kebangkitan Bangsa,79245,2,MUH HASSANUDIN WAHID,Laki-Laki,1,47,42385
JAKARTA TIMUR,E-FOTO_YOYOK_JATIM.jpeg,Partai Kebangkitan Bangsa,32380,3,"Ir. H. YOYOK HERU PRASETYO ADI, Diplm.SM., MM",Laki-Laki,1,47,42385
MALANG,E-FOTO_SUSWATI_JATIM V.jpg,Partai Kebangkitan Bangsa,25891,4,"Dra. HJ SUSWATI, MM",Perempuan,1,47,42385
MALANG,E-PAS FOTO_ALI AHMAD_JATIM_V.JPG,Partai Kebangkitan Bangsa,191399,5,ALI AHMAD,Laki-Laki,1,47,42385
JAKARTA SELATAN,E_POTO_MUHAMMAD ZUBAIR_JATIM V.jpg,Partai Kebangkitan Bangsa,25538,6,"DRS. MUHAMMAD ZUBAIR, M.Si., AIIS",Laki-Laki,1,47,42385
KOTA DEPOK,E-FOTO_UMMY.jpg,Partai Kebangkitan Bangsa,52450,7,"UMMY RIZQIYAH, SE",Perempuan,1,47,42385
JAKARTA SELATAN,E-FOTO_YUSUF.jpg,Partai Kebangkitan Bangsa,71380,8,MUHAMMAD KHUSEN YUSUF,Laki-Laki,1,47,42385
JAKARTA PUSAT,foto anggia erma rini jatim vi.jpg,Partai Kebangkitan Bangsa,45757,1,"ANGGIA ERMA RINI, MKM",Perempuan,1,48,42385
KOTA KEDIRI,E-PAS FOTO_AN'IM FALAHUDIN_JATIM_VI.jpg,Partai Kebangkitan Bangsa,40482,2,H. AN'IM FALACHUDDIN,Laki-Laki,1,48,42385
KOTA SURABAYA,E-FOTO_ISTIBJAROH_JATIM VI.jpeg,Partai Kebangkitan Bangsa,40538,3,"Prof. DR. DRA. HJ. ISTIBSJAROH, SH., MA",Perempuan,1,48,42385
KOTA BLITAR,FOTO.JPG,Partai Kebangkitan Bangsa,25269,4,"H. HERRY NOEGROHO, SE., MH",Laki-Laki,1,48,42385
LUWU TIMUR,E-FOTO WARNA_EKOWASIS_JATIM VI.jpg,Partai Kebangkitan Bangsa,32793,5,Ir. EKOWASIS BUDIARTO,Laki-Laki,1,48,42385
KOTA DEPOK,IMG-20180704-WA0009.jpg,Partai Kebangkitan Bangsa,53075,6,UMI  WAHYUNI,Perempuan,1,48,42385
KEDIRI,E-FOTO.jpeg,Partai Kebangkitan Bangsa,140532,7,AHMAD AHLA,Laki-Laki,1,48,42385
LAMPUNG SELATAN,E-FOTO_UMMI HASANAH_JATIM_VI OK.jpg,Partai Kebangkitan Bangsa,298806,8,"UMMI HASANAH, S.AG",Perempuan,1,48,42385
NGANJUK,E-FOTO_ZAM_JATIM VIII.jpg,Partai Kebangkitan Bangsa,62931,9,"NURUZ ZAMAN, ME",Laki-Laki,1,48,42385
PONOROGO,PAS PHOTO jas1.jpg,Partai Kebangkitan Bangsa,25453,1,DRS. IBNU MULTAZAM,Laki-Laki,1,49,42385
TRENGGALEK,E_foto 4x6_hadiqun nuha_jatim vii.jpg,Partai Kebangkitan Bangsa,45807,2,HADIQUN NUHA,Laki-Laki,1,49,42385
NGAWI,FOTO PG.jpg,Partai Kebangkitan Bangsa,97149,3,"NUR IZZA MILLATI, S.Th.I., M.Hum.",Perempuan,1,49,42385
PONOROGO,E-FOTO_SUKAMDY ARY_JATIM VII.jpg,Partai Kebangkitan Bangsa,70811,4,"SUKAMDI ARY, S.Pd.",Laki-Laki,1,49,42385
NGAWI,Siti Nur Aminah.jpg,Partai Kebangkitan Bangsa,71061,5,SITI NUR AMINAH,Perempuan,1,49,42385
NGAWI,Pak Anwar.jpg,Partai Kebangkitan Bangsa,71089,6,M ANWAR ARIFIN,Laki-Laki,1,49,42385
KOTA BEKASI,E-FOTO_FADHILA RULIYANIE_JATIM VII.jpg,Partai Kebangkitan Bangsa,78731,7,"FADHILA RULIDIYANIE, A.Md.",Perempuan,1,49,42385
SIDOARJO,E-FOTO_ABDUL KOLIK_JATIM_VII.jpg,Partai Kebangkitan Bangsa,300113,8,"H. ABDUL KOLIK, SE",Laki-Laki,1,49,42385
JAKARTA SELATAN,E-FOTO 4X6_MUHAIMIN ISKANDAR_JATIM.jpeg,Partai Kebangkitan Bangsa,257021,1,ABD MUHAIMIN ISKANDAR,Laki-Laki,1,50,42385
JAKARTA PUSAT,E_foto anwar rachman jatim viii.jpg,Partai Kebangkitan Bangsa,45846,2,"DR. HM ANWAR RACHMAN, SH, MH,",Laki-Laki,1,50,42385
JAKARTA SELATAN,E-PAS FOTO_Dr LAILATUR ROHMAH_JATIM_VIII.jpg,Partai Kebangkitan Bangsa,28489,3,"Dr. LAILATUR ROHMAH, SE. MSi",Perempuan,1,50,42385
KOTA MALANG,E-FOTO_SUUD FUADI_JATIM VIII.jpg,Partai Kebangkitan Bangsa,62562,4,"SUUD FUADI, M.E.I",Laki-Laki,1,50,42385
NGANJUK,E-FOTO_BUDIONO_JATIM V.jpg,Partai Kebangkitan Bangsa,25804,5,"DRS. H. A. BUDIONO, M. ED",Laki-Laki,1,50,42385
KOTA TANGERANG SELATAN,E-FOTO-001.jpg,Partai Kebangkitan Bangsa,142119,6,TITIK MASUDAH,Perempuan,1,50,42385
KOTA DEPOK,E-FOTO WARNA_AZIZ_JATIM.jpg,Partai Kebangkitan Bangsa,46109,7,"ISHFAH ABIDAL AZIZ, SHI",Laki-Laki,1,50,42385
KOTA SURABAYA,E-FOTO 4X6 WARNA_ABD. HARIS_JATIM VIII.jpg,Partai Kebangkitan Bangsa,69019,8,"ABD. HARIS, S.H.",Laki-Laki,1,50,42385
KOTA METRO,E-FOTO WARNA_ELA.jpg,Partai Kebangkitan Bangsa,96687,9,NUR 'AINUL LAILA,Perempuan,1,50,42385
MADIUN,mbah tarom warna.jpg,Partai Kebangkitan Bangsa,46038,10,"H. MUHTAROM, S.Sos",Laki-Laki,1,50,42385
JAKARTA TIMUR,E- FOTO 4x6 merah_LUKMANUL KHAKIM_JATIM_IX.jpg,Partai Kebangkitan Bangsa,39865,1,"H. LUKMANUL KHAKIM, M.Si",Laki-Laki,1,51,42385
TUBAN,E-FOTO WARNA_RATNA JUWITA_JATIM IX.jpg,Partai Kebangkitan Bangsa,30888,2,"HJ RATNA JUWITA SARI, SE.MM",Perempuan,1,51,42385
JOMBANG,E_FOTO 4X6 WARNA_SHOLAHUL'AM_JATIM IX.jpg,Partai Kebangkitan Bangsa,217414,3,"H. M. SHOLAHUL'AM NOTOBUWONO, SE",Laki-Laki,1,51,42385
TUBAN,E-FOTO WARNA 4X6_FARIDA HIDAYATI_JATIM IX-001.jpg,Partai Kebangkitan Bangsa,46897,4,"FARIDA HIDAYATI, SH., M.Kn",Perempuan,1,51,42385
KOTA TANGERANG SELATAN,E-PAS FOTO_ALY TAUFIQ_JATIM_VIII.jpg,Partai Kebangkitan Bangsa,246381,5,MOCH. ALY TAUFIQ,Laki-Laki,1,51,42385
JAKARTA SELATAN,E-PAS FOTO SUGENG BAHAGIJO_JATIM_9.jpg,Partai Kebangkitan Bangsa,28410,6,SUGENG BAHAGIJO,Laki-Laki,1,51,42385
KOTA TANGERANG SELATAN,E-FOTO WARNA_JATIM X.jpg,Partai Kebangkitan Bangsa,60933,1,"H. JAZILUL FAWAID, SQ.,MA",Laki-Laki,1,52,42385
KOTA TANGERANG SELATAN,FOTO.jpg,Partai Kebangkitan Bangsa,97012,2,"H. SALMAN EL FARISIY SYAMLAN, S.H., M.Kn.",Laki-Laki,1,52,42385
LAMONGAN,E-PAS FOTO_SYAHRUL ULUM_JATIM_10-001.jpg,Partai Kebangkitan Bangsa,141569,3,SYAHRUL ULUM,Perempuan,1,52,42385
KOTA SURABAYA,E-FOTO_SALIM AZHAR_JATIM_X.jpg,Partai Kebangkitan Bangsa,142327,4,SALIM AZHAR,Laki-Laki,1,52,42385
PANDEGLANG,E- PAS FOTO_KHODIJAH_JATIM_10-001.jpg,Partai Kebangkitan Bangsa,141831,5,KHODIJAH,Perempuan,1,52,42385
KOTA DEPOK,"E-FOTO ZAINUL MUNASICHIN, MA_JATIM_X.jpg",Partai Kebangkitan Bangsa,28510,6,ZAINUL MUNASICHIN,Laki-Laki,1,52,42385
KOTA DEPOK,E_POTO4x6_ZAINI RAHMAN_JATIM XI.jpg,Partai Kebangkitan Bangsa,25640,1,"H. ZAINI RAHMAN, M.H.",Laki-Laki,1,53,42385
SUMENEP,E-FOTO WARNA_UNAIS_JATIM XI.jpg,Partai Kebangkitan Bangsa,39950,2,"MUH. UNAIS ALI HISYAM, M. PD.I",Laki-Laki,1,53,42385
BANGKALAN,E-PAS FOTO_NABILA MONDIR_JATIM_VII.jpeg,Partai Kebangkitan Bangsa,251028,3,NABILA MONDIR,Perempuan,1,53,42385
BANGKALAN,IMG-20180707-WA0011[1].jpg,Partai Kebangkitan Bangsa,46606,4,"H. SYAFIUDDIN, S.SOS",Laki-Laki,1,53,42385
SIDOARJO,HIJAU.jpg,Partai Kebangkitan Bangsa,142524,5,"Dr. MARZUKI, M.Si",Laki-Laki,1,53,42385
BEKASI,Gina_mini.jpg,Partai Kebangkitan Bangsa,63210,6,"GINA HANDAYANI, S. Ag.",Perempuan,1,53,42385
SAMPANG,E-FOTO 4X6 WARNA_LUQMAN HAKIM_JATIM XI-001.jpg,Partai Kebangkitan Bangsa,216667,7,Ir. H. LUQMAN HAKIM,Laki-Laki,1,53,42385
KARAWANG,IMG-20180625-WA0008.jpg,Partai Kebangkitan Bangsa,63243,8,"RIKA NURLELA, S. Ag.",Perempuan,1,53,42385
PANDEGLANG,WARNA 4X6.jpg,Partai Kebangkitan Bangsa,28798,1,Ir. H. THONI FATHONI MUKSON,Laki-Laki,1,54,51578
KOTA TANGERANG SELATAN,FOTO_001.png,Partai Kebangkitan Bangsa,159341,2,DR. MUHAMMAD IMDADUN RAHMAT,Laki-Laki,1,54,51578
LEBAK,Graphic1 (1).jpg,Partai Kebangkitan Bangsa,28735,3,IIS APRIYANI,Perempuan,1,54,51578
PANDEGLANG,1 (1).JPG,Partai Kebangkitan Bangsa,234900,4,ERMA,Perempuan,1,54,51578
LEBAK,foto 4x6.jpg,Partai Kebangkitan Bangsa,45598,5,WAHYU WIDIYA SURYANI NING WALUYO,Perempuan,1,54,51578
BOGOR,20180628_100515.jpg,Partai Kebangkitan Bangsa,95949,6,"GOZALI MUNIR, S.THI",Laki-Laki,1,54,51578
KOTA SERANG,FOTO.png,Partai Kebangkitan Bangsa,25744,1,WAHYU PAPAT JUNI ROMADONIA,Perempuan,1,55,51578
KOTA TANGERANG SELATAN,pas photo_001.jpg,Partai Kebangkitan Bangsa,26174,2,"Ir. SURYADI HENDARMAN, MM",Laki-Laki,1,55,51578
KOTA CILEGON,FOTO 4 6_001.png,Partai Kebangkitan Bangsa,25823,3,"H. ADE MIFTAH, SE, MM",Laki-Laki,1,55,51578
KOTA CILEGON,FOTO 4X6 & 5R.jpg,Partai Kebangkitan Bangsa,22974,4,"AKHMAD ASGHORI, M.Si",Laki-Laki,1,55,51578
SERANG,FOTO 4X6.JPG,Partai Kebangkitan Bangsa,70169,5,"SUGIARTO, SE",Laki-Laki,1,55,51578
KOTA SERANG,foto 4 6_001.jpg,Partai Kebangkitan Bangsa,25739,6,NAGALITA,Perempuan,1,55,51578
KOTA TANGERANG SELATAN,4x6.jpg,Partai Kebangkitan Bangsa,21342,1,"Dra. HJ. SITI MASRIFAH, MA",Perempuan,1,56,51578
KOTA TANGERANG SELATAN,Bp. Moh. Rano A..jpg,Partai Kebangkitan Bangsa,25687,2,"MOH. RANO ALFATH, S.H., M.H.",Laki-Laki,1,56,51578
KOTA TANGERANG,4x6.jpg,Partai Kebangkitan Bangsa,21407,3,"H ABDUL ROJI, S. Sos. MM",Laki-Laki,1,56,51578
JAKARTA SELATAN,IMG_2249.JPG,Partai Kebangkitan Bangsa,23323,4,WITJAKSONO ABADIMAN S.,Laki-Laki,1,56,51578
KOTA TANGERANG SELATAN,FOTO 4X6 WARNA_001.png,Partai Kebangkitan Bangsa,97004,5,MARDA HASTUTI,Perempuan,1,56,51578
TANGERANG,FOTO.jpg,Partai Kebangkitan Bangsa,23262,6,"H. IMADUDIN, MA",Laki-Laki,1,56,51578
TANGERANG,4x6.JPG,Partai Kebangkitan Bangsa,91731,7,FAJAR ROSMAN K,Laki-Laki,1,56,51578
JAKARTA BARAT,FOTO 4X6 WARNA_001.png,Partai Kebangkitan Bangsa,95107,8,ZAITUN AWALIAH,Perempuan,1,56,51578
PANDEGLANG,3. FOTO RANI.jpg,Partai Kebangkitan Bangsa,96521,9,"RANI RISMAWATI, SE",Perempuan,1,56,51578
KOTA TANGERANG,PAS FOTO ARDY SUSANTO.JPG,Partai Kebangkitan Bangsa,23287,10,"ARDY SUSANTO, SH",Laki-Laki,1,56,51578
JAKARTA PUSAT,E-FOTO 4x6_ANTONIUS IWAN_BALI.jpg,Partai Kebangkitan Bangsa,295512,1,"ANTONIUS IWAN DWI LAKSONO, SE",Laki-Laki,1,57,53241
KOTA DENPASAR,E-Foto 4x6_Eko Budi Cahyono_Bali.jpg,Partai Kebangkitan Bangsa,20780,2,"EKO BUDI CAHYONO, SE.,MM",Laki-Laki,1,57,53241
JAKARTA SELATAN,"E-FOTO 4x6_NIKEN SEPTIKASARI, S.SOS_BALI.jpg",Partai Kebangkitan Bangsa,182958,3,"NIKEN SEPTIKASARI, S.Sos",Perempuan,1,57,53241
BANGLI,E-FOTO_SOESIYANTO_BALI.jpg,Partai Kebangkitan Bangsa,23282,4,"SOESIYANTO, S.Sos",Laki-Laki,1,57,53241
BADUNG,E-Foto 4x6_Sugiono_Bali.jpg,Partai Kebangkitan Bangsa,21321,5,"SUGIONO, S.Ag.,M.Pd.I",Laki-Laki,1,57,53241
JEMBRANA,E-FOTO_SITI ULFAH_BALI.jpg,Partai Kebangkitan Bangsa,159417,6,SITI ULFAH,Perempuan,1,57,53241
SUMBAWA,E-FOTO 4x6_J WAJAN SUDJANA_BALI.jpg,Partai Kebangkitan Bangsa,71268,7,"J. WAJAN SUDJANA, ST",Laki-Laki,1,57,53241
BANYUWANGI,E-Foto_Ulfa Pradani Putri Imami_Bali.jpg,Partai Kebangkitan Bangsa,23095,8,ULFA PRADANI PUTRI IMAMI,Perempuan,1,57,53241
JAKARTA SELATAN,E-FOTO_SYAIFUDDIN_BALI.jpg,Partai Kebangkitan Bangsa,221758,9,SYAIFUDDIN,Laki-Laki,1,57,53241
KOTA BIMA,E-Foto_Muhammad Nur_NTB I.jpg,Partai Kebangkitan Bangsa,22622,1,"Drs. MUHAMMAD NUR, MH",Laki-Laki,1,58,54020
KOTA BIMA,E-Foto 4x6_H. Muhammad Saleh_NTB I.jpg,Partai Kebangkitan Bangsa,21350,2,"MUHAMMAD SALEH, ST,MT",Laki-Laki,1,58,54020
KOTA BIMA,E-FOTO_SITI MARIAM_NTB I.jpg,Partai Kebangkitan Bangsa,54984,3,SITI MARIAM,Perempuan,1,58,54020
JAKARTA SELATAN,E-FOTO 4x6_HELMY_NTB II.jpg,Partai Kebangkitan Bangsa,23250,1,A. HELMY FAISHAL ZAINI,Laki-Laki,1,59,54020
LOMBOK TENGAH,E-Foto_Taqiyuddin_NTB II.jpg,Partai Kebangkitan Bangsa,26088,2,DRS. TGH.AHMAD TAQIUDDIN,Laki-Laki,1,59,54020
JAKARTA SELATAN,E-FOTO 4x6_SYILVIA WIDJAYA_NTB II.png,Partai Kebangkitan Bangsa,300003,3,"SYLVIA WIDJAYA, M.SC",Perempuan,1,59,54020
LOMBOK TENGAH,E-FOTO_LALU MALASAR'I_NTB II.jpg,Partai Kebangkitan Bangsa,28374,4,"TGH. LALU MALA SAR'I, S.AG. LC",Laki-Laki,1,59,54020
KOTA MATARAM,E-Foto 4X6_Lalu Akram_NTB II.jpg,Partai Kebangkitan Bangsa,25947,5,LALU AKRAM WIRAHADY,Laki-Laki,1,59,54020
JAKARTA BARAT,E-FOTO_SITI NURAINI_BALI.jpg,Partai Kebangkitan Bangsa,96408,6,SITI NUR AINI,Perempuan,1,59,54020
DEMAK,E-FOTO 4x6_BAIQ DIAN FEBRIANTI_NTB II.jpg,Partai Kebangkitan Bangsa,136929,7,"BAIQ DIAN FEBRIYANTI, S.Sy",Perempuan,1,59,54020
LOMBOK BARAT,"E-FOTO_SULHAN MUCHLIS IBRAHIM,ST_NTB II.jpg",Partai Kebangkitan Bangsa,21385,8,"SULHAN, ST",Laki-Laki,1,59,54020
JAKARTA TIMUR,E-FOTO 4x6_NUR MUH DIPPO_NTT II.png,Partai Kebangkitan Bangsa,21159,1,"N. M. DIPO NUSANTARA P. U, SH",Laki-Laki,1,60,55065
KOTA BEKASI,E-FOTO 4x6_SYAHRULAN PUA SAWA_NTT I.jpg,Partai Kebangkitan Bangsa,120267,2,SYAHRULAN PUA SAWA,Laki-Laki,1,60,55065
SIKKA,E-FOTO 4x6_FLORIDA YOSEFINA NDENA_NTT I.jpg,Partai Kebangkitan Bangsa,62622,3,FLORIDA YOSEFINA NDENA,Perempuan,1,60,55065
KOTA KUPANG,E-FOTO.4X6_ALI ANTONIUS_NTB II.jpg,Partai Kebangkitan Bangsa,20912,4,"ALI ANTONIUS, SH.,MH",Laki-Laki,1,60,55065
KOTA KUPANG,E-FOTO_MARIA VIVIANY_NTT I.jpeg,Partai Kebangkitan Bangsa,46491,5,MARIA VIVIANY GAUDENS,Perempuan,1,60,55065
KOTA KUPANG,E-FOTO 4x6_HENDRA YUSUF_NTT I.jpg,Partai Kebangkitan Bangsa,21109,6,HENDRA YUSUF,Laki-Laki,1,60,55065
TIMOR TENGAH UTARA,E-Foto_Edward Tannur_NTT II.jpg,Partai Kebangkitan Bangsa,20996,1,"EDWARD TANNUR, SH",Laki-Laki,1,61,55065
TIMOR TENGAH SELATAN,E-Foto_Aleta Kornela_NTT II.jpg,Partai Kebangkitan Bangsa,20836,2,"ALETA KORNELIA BAUN, SH",Perempuan,1,61,55065
SUMBA BARAT DAYA,E-FOTO_SOLEMAN LENDE DAPPA_NTT II.jpg,Partai Kebangkitan Bangsa,63366,3,"Dr. SOLEMAN LENDE DAPPA, S.Hut, M.Th",Laki-Laki,1,61,55065
