namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
TASIKMALAYA,SUBARNA.jpg,PARTAI GERAKAN INDONESIA RAYA,112910,1,"H. SUBARNA, SE., M.Si",Laki-Laki,2,31,26141
JAKARTA TIMUR,MUHAMMAD.jpeg,PARTAI GERAKAN INDONESIA RAYA,122218,2,"MUHAMMAD HUSEIN FADLULLOH, B.Bus., MM., MBA",Laki-Laki,2,31,26141
JAKARTA BARAT,AGNES FOTO.jpeg,PARTAI GERAKAN INDONESIA RAYA,112870,3,AGNES MARCELLINA,Perempuan,2,31,26141
GARUT,FAHRUL ROZI.jpg,PARTAI GERAKAN INDONESIA RAYA,146192,4,"FAHRUL ROZI, SH",Laki-Laki,2,31,26141
JAKARTA SELATAN,FOTO RADEN WULANSARI_20180713_0002.jpg,PARTAI GERAKAN INDONESIA RAYA,157390,5,MULAN JAMEELA,Perempuan,2,31,26141
GARUT,LUTFI.jpeg,PARTAI GERAKAN INDONESIA RAYA,187753,6,ERVIN LUTHFI,Laki-Laki,2,31,26141
JAKARTA TIMUR,foto.jpg,PARTAI GERAKAN INDONESIA RAYA,93487,7,"Ir. TUNDRA MELIALA, MM",Laki-Laki,2,31,26141
JAKARTA SELATAN,AISYAH.jpeg,PARTAI GERAKAN INDONESIA RAYA,183627,8,"HJ. AISYAH TIAR ARSYAD, S.E., M.B.A.",Perempuan,2,31,26141
GARUT,FOTO MERAH.jpeg,PARTAI GERAKAN INDONESIA RAYA,158212,9,IRVAN RIVANI FAZA,Laki-Laki,2,31,26141
KOTA TASIKMALAYA,IMG_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,112886,10,"U. AZIZ MUSLIM, S.Ag",Laki-Laki,2,31,26141
JAKARTA BARAT,PASH PHOTO 4 x 6 WARNA.jpg,PARTAI GERAKAN INDONESIA RAYA,75895,1,"KOBALEN, M.Fil.H",Laki-Laki,2,16,24993
KOTA PANGKALPINANG,foto yulinar.jpeg,PARTAI GERAKAN INDONESIA RAYA,242207,2,YULINAR,Perempuan,2,16,24993
BANGKA,FOTO-AHMADI-SOFYAN.jpg,PARTAI GERAKAN INDONESIA RAYA,90715,3,AHMADI SOPYAN,Laki-Laki,2,16,24993
KOTA BEKASI,FOTO HABIBUROKHMAN.jpg,PARTAI GERAKAN INDONESIA RAYA,103066,1,"HABIBUROKHMAN, S.H., M.H",Laki-Laki,2,18,25823
KOTA BEKASI,FOTO ASRIL HAMZAH TANJUNG.jpg,PARTAI GERAKAN INDONESIA RAYA,103052,2,"MAYJEN TNI (PURN) H. ASRIL HAMZAH TANJUNG, S.IP",Laki-Laki,2,18,25823
JAKARTA SELATAN,FOTO LAVIONAAAAAAA_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,266123,3,"LAVIONA BARRETTA, S. Kom",Perempuan,2,18,25823
JAKARTA TIMUR,foto DIDI-1.jpg,PARTAI GERAKAN INDONESIA RAYA,161434,4,"Dr. H. DIDI SUPRIJADI, MM",Laki-Laki,2,18,25823
JAKARTA TIMUR,foto indah.jpeg,PARTAI GERAKAN INDONESIA RAYA,240784,5,"INDAH MUKTININGTIAS, SE",Perempuan,2,18,25823
JAKARTA PUSAT,FOTO IWAN SEMULE.jpg,PARTAI GERAKAN INDONESIA RAYA,105145,6,Ir. IWAN SUMULE,Laki-Laki,2,18,25823
TANGERANG,FOTO HIMMATUL ALIYAH.jpg,PARTAI GERAKAN INDONESIA RAYA,176541,1,"HJ. HIMMATUL ALIYAH, S.Sos., M.Si.",Perempuan,2,19,25823
JAKARTA SELATAN,FOTO BIEM.jpg,PARTAI GERAKAN INDONESIA RAYA,114286,2,"H. BIEM TRIANI BENJAMIN, B.Sc., M.M.",Laki-Laki,2,19,25823
JAKARTA SELATAN,FOTO HAPOSAN.jpg,PARTAI GERAKAN INDONESIA RAYA,162176,3,"HAPOSAN P. BATUBARA, SH",Laki-Laki,2,19,25823
JAKARTA SELATAN,FOTO YORA LOVITA.jpg,PARTAI GERAKAN INDONESIA RAYA,51292,4,YORA LOVITA E. HALOHO,Perempuan,2,19,25823
KOTA TANGERANG SELATAN,FOTO IRLISA.jpg,PARTAI GERAKAN INDONESIA RAYA,239676,5,"HJ. IRLISA RACHMADIANA, S.Sn., MM",Perempuan,2,19,25823
JAKARTA SELATAN,FOTO ELVIN.jpg,PARTAI GERAKAN INDONESIA RAYA,293565,6,"H. ELVIN, SE., MH",Laki-Laki,2,19,25823
KOTA BEKASI,FOTO BASRI KINAS.jpg,PARTAI GERAKAN INDONESIA RAYA,64503,7,Ir. BASRI KINAS MAPPASENG,Laki-Laki,2,19,25823
JAKARTA SELATAN,4x6 rsd.jpg,PARTAI GERAKAN INDONESIA RAYA,104141,1,R. SARASWATI D. DJOJOHADIKUSUMO,Perempuan,2,20,25823
JAKARTA PUSAT,FOTO KAMRUSAMMAD.jpg,PARTAI GERAKAN INDONESIA RAYA,286121,2,"Ir. H. KAMRUSSAMAD, MM., M.Si",Laki-Laki,2,20,25823
JAKARTA SELATAN,FOTO SUKRI BEY-1.jpg,PARTAI GERAKAN INDONESIA RAYA,119933,3,H. SUKRI BEY,Laki-Laki,2,20,25823
JAKARTA BARAT,IMG_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,293840,4,"H. KARJAN, SH",Laki-Laki,2,20,25823
KOTA TANGERANG SELATAN,foto ARSYAD-1.jpg,PARTAI GERAKAN INDONESIA RAYA,266550,5,"Dr. H. ARSYAD, SH., M.Si.",Laki-Laki,2,20,25823
JAKARTA SELATAN,FOTO MONICA-min.JPG,PARTAI GERAKAN INDONESIA RAYA,77773,6,Hj. R. MONICA ARMI SORAYA,Perempuan,2,20,25823
JAKARTA SELATAN,FOTO 4X6 WARNA-1.jpg,PARTAI GERAKAN INDONESIA RAYA,293762,7,MARDIAH ABUZAR,Perempuan,2,20,25823
JAKARTA SELATAN,FOTO WIDIANTO.jpeg,PARTAI GERAKAN INDONESIA RAYA,271502,8,WIDIYANTO SAPUTRO,Laki-Laki,2,20,25823
BOGOR,PHOTO SUGIONO.jpg,PARTAI GERAKAN INDONESIA RAYA,209035,1,SUGIONO,Laki-Laki,2,32,32676
JAKARTA SELATAN,PHOTO JAMAL MIRDAD.jpg,PARTAI GERAKAN INDONESIA RAYA,130560,2,JAMAL MIRDAD,Laki-Laki,2,32,32676
TANGERANG,FOTO DEWI.jpg,PARTAI GERAKAN INDONESIA RAYA,197873,3,DEWI KURNIATI,Perempuan,2,32,32676
KOTA SEMARANG,PASS PHOTO_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,95469,4,SIGIT IBNUGROHO SARASPRONO,Laki-Laki,2,32,32676
KOTA TANGERANG SELATAN,FOTO GIDION_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296160,5,"DR. GIDION STEVEN HUTAGALUNG, SH, S.TH, MA",Laki-Laki,2,32,32676
JAKARTA SELATAN,FOTO ERRY.jpg,PARTAI GERAKAN INDONESIA RAYA,246544,6,ERY CAHYANINGRUM,Perempuan,2,32,32676
JAKARTA UTARA,PASS.jpg,PARTAI GERAKAN INDONESIA RAYA,200506,7,JUBAEDAH,Perempuan,2,32,32676
KOTA DEPOK,pas photo GIRI.jpg,PARTAI GERAKAN INDONESIA RAYA,102060,8,"GIRI BASUKI, SH",Laki-Laki,2,32,32676
JEPARA,ABDUL WAHID.JPG,PARTAI GERAKAN INDONESIA RAYA,121554,1,ABDUL WACHID,Laki-Laki,2,33,32676
JEPARA,Foto Terbaru Ahmad Yanuar.jpg,PARTAI GERAKAN INDONESIA RAYA,99343,2,AHMAD YANUAR RIKZA,Laki-Laki,2,33,32676
KOTA SEMARANG,FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,229409,3,IQLIMA ROIHANI,Perempuan,2,33,32676
JAKARTA TIMUR,PASS.JPG,PARTAI GERAKAN INDONESIA RAYA,43545,4,"SYARONI, SEI",Laki-Laki,2,33,32676
KUDUS,foto MUAYANAH.JPG,PARTAI GERAKAN INDONESIA RAYA,201967,5,"MUAYANAH, S.Ag",Perempuan,2,33,32676
JEPARA,FOTO _0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296275,6,"SARI RIFYANJANI, S. KOM.I",Perempuan,2,33,32676
DEMAK,PHOTO GHUFRONI.jpg,PARTAI GERAKAN INDONESIA RAYA,278798,7,H. GHUFRONI,Laki-Laki,2,33,32676
JAKARTA PUSAT,FOTO 5R.jpg,PARTAI GERAKAN INDONESIA RAYA,227739,1,"Dr. SUMARJATI ARJOSO, SKM",Perempuan,2,34,32676
KOTA SURAKARTA,Pass.jpg,PARTAI GERAKAN INDONESIA RAYA,148500,2,"SUDEWO, ST., MT",Laki-Laki,2,34,32676
PATI,FOTO SUGIARTO.jpg,PARTAI GERAKAN INDONESIA RAYA,83368,3,"SUGIARTO, ST., SH",Laki-Laki,2,34,32676
JAKARTA TIMUR,FOTO AZIS_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296325,4,"AZIS SUBEKTI, ST., MT",Laki-Laki,2,34,32676
PATI,FOTO AISYAH.jpg,PARTAI GERAKAN INDONESIA RAYA,204243,5,SITI AISYAH,Perempuan,2,34,32676
JAKARTA TIMUR,Pass.jpg,PARTAI GERAKAN INDONESIA RAYA,76092,6,"R. AGUNG SURYANTO, SE",Laki-Laki,2,34,32676
KOTA BEKASI,FOTO 5R.jpg,PARTAI GERAKAN INDONESIA RAYA,209680,7,ANNA PRAGASTI,Perempuan,2,34,32676
JAKARTA SELATAN,FOTO KRISTIANTO.jpg,PARTAI GERAKAN INDONESIA RAYA,93118,8,"DR. KRISTIAWANTO, S.H.I.,MH",Laki-Laki,2,34,32676
REMBANG,FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,229906,9,BHAYU INDRA SETIAWAN,Laki-Laki,2,34,32676
JAKARTA SELATAN,PHOTO FERRY (COMPRESSED).jpg,PARTAI GERAKAN INDONESIA RAYA,209137,1,Dr. H. FERRY JOKO YULIANTONO,Laki-Laki,2,35,32676
JAKARTA SELATAN,PHOTO RAHMAD.jpg,PARTAI GERAKAN INDONESIA RAYA,136165,2,ROHMAD,Laki-Laki,2,35,32676
JAKARTA SELATAN,IMG_20180727_0010.jpg,PARTAI GERAKAN INDONESIA RAYA,136816,3,"LUZ B. MAHENDRADATTA, SH",Perempuan,2,35,32676
JAKARTA SELATAN,PHOTO ANDI RAHMAD.jpg,PARTAI GERAKAN INDONESIA RAYA,211357,4,M ANDY RAHMAD WIJAYA,Laki-Laki,2,35,32676
SRAGEN,Foto Dewi Novita Kurnia.jpg,PARTAI GERAKAN INDONESIA RAYA,152516,5,R. DEWI NOVITA KURNIAWATI,Perempuan,2,35,32676
BOGOR,asri n.JPG,PARTAI GERAKAN INDONESIA RAYA,209676,6,ASRI NISWATI,Perempuan,2,35,32676
WONOGIRI,PHOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,159730,7,RACHMAT MUJIONO,Laki-Laki,2,35,32676
SUKOHARJO,FHOTO BAMBANG R.jpg,PARTAI GERAKAN INDONESIA RAYA,72650,1,"BAMBANG RIYANTO, SH.,MH.,M.Si",Laki-Laki,2,36,32676
JAKARTA TIMUR,Foto Setyadharma.JPG,PARTAI GERAKAN INDONESIA RAYA,91447,2,M.B. SETIADHARMA,Laki-Laki,2,36,32676
KOTA SEMARANG,PHOTO PRATITIS copy.jpg,PARTAI GERAKAN INDONESIA RAYA,209163,3,"PRATITIS MUKTI TAMI, S.Pd",Perempuan,2,36,32676
JAKARTA PUSAT,FHOTO EKO S..jpg,PARTAI GERAKAN INDONESIA RAYA,88390,4,EKO SRIYANTO,Laki-Laki,2,36,32676
KARANGANYAR,Foto Agus Sahid.jpg,PARTAI GERAKAN INDONESIA RAYA,208654,5,AGUS SAHID,Laki-Laki,2,36,32676
KOTA SURAKARTA,PHOTO KURNIA.jpg,PARTAI GERAKAN INDONESIA RAYA,172096,6,"N.R. KURNIA SARI, S.Pd",Perempuan,2,36,32676
WONOGIRI,MARYANTO.JPG,PARTAI GERAKAN INDONESIA RAYA,299148,7,MARYANTO,Laki-Laki,2,36,32676
KOTA SEMARANG,fhoto anisa.jpg,PARTAI GERAKAN INDONESIA RAYA,95485,8,ANISA DEVY IKA NATALIA,Perempuan,2,36,32676
JAKARTA PUSAT,PHOTO PRASETYO.jpg,PARTAI GERAKAN INDONESIA RAYA,211931,1,PRASETYO HADI,Laki-Laki,2,37,32676
JAKARTA SELATAN,Photo Harry Poernomo.jpg,PARTAI GERAKAN INDONESIA RAYA,100050,2,Ir. H. HARRY POERNOMO,Laki-Laki,2,37,32676
JAKARTA PUSAT,PHOTO WAHYU PRAMESWARI.jpg,PARTAI GERAKAN INDONESIA RAYA,95056,3,"WAHYU PRAMESWARI, SH . MSi",Perempuan,2,37,32676
BEKASI,PHOTO YUDI SABANG.jpg,PARTAI GERAKAN INDONESIA RAYA,133706,4,"YUDHI SABANG SUCIPTO, SH., MH",Laki-Laki,2,37,32676
KOTA DEPOK,agung.jpg,PARTAI GERAKAN INDONESIA RAYA,296227,5,AGUNG HENDRADI KUSWARDJANTO . K,Laki-Laki,2,37,32676
KARAWANG,PHOTO DEVI KUSUMA WARDANI.jpg,PARTAI GERAKAN INDONESIA RAYA,202552,6,"DEVI KUSUMAWARDHANI, SE., M.AK",Perempuan,2,37,32676
KOTA SEMARANG,kristanto_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,214063,7,KRISTANTO,Laki-Laki,2,37,32676
JAKARTA BARAT,nurul_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,189257,8,NURUL TRIWAHYUNI,Perempuan,2,37,32676
